batch_norm,batch_size,bits,builtin_profiler,data_dir,dataset,dtype,epochs,gpus,kvstore,log_interval,lr,lr_factor,lr_steps,mode,model,momentum,num_workers,optimizer,prefix,profile,resume,save_frequency,seed,start_epoch,use_pretrained,use_thumbnail,wd,epoch,time,exp_folder_name,val_acc,val_acc_top_k_5,train_acc,train_acc_top_k_5,val_acc,val_acc_top_k_5,train_acc,train_acc_top_k_5
False,256,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,cifar10,float32,150,0,device,50,0.01,0.3,"75,100,125",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,73,,.,0.837540,0.991486,0.897877,0.998177,0.837540,0.991486,0.897877,0.998177
False,256,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,cifar10,float32,150,0,device,50,0.01,0.3,"75,100,125",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,74,,.,0.835837,0.990785,0.899215,0.998027,0.835837,0.990785,0.899215,0.998027
False,256,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,cifar10,float32,150,0,device,50,0.01,0.3,"75,100,125",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,75,,.,0.852364,0.992188,0.898658,0.998177,0.852364,0.992188,0.898658,0.998177
False,256,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,cifar10,float32,150,0,device,50,0.01,0.3,"75,100,125",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,76,,.,0.843349,0.991987,0.898878,0.998237,0.843349,0.991987,0.898878,0.998237
False,256,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,cifar10,float32,150,0,device,50,0.01,0.3,"75,100,125",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,77,,.,0.871194,0.994992,0.916972,0.998485,0.871194,0.994992,0.916972,0.998485
False,256,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,cifar10,float32,150,0,device,50,0.01,0.3,"75,100,125",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,78,,.,0.869692,0.996595,0.925361,0.998778,0.869692,0.996595,0.925361,0.998778
False,256,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,cifar10,float32,150,0,device,50,0.01,0.3,"75,100,125",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,79,,.,0.866987,0.994992,0.924679,0.998798,0.866987,0.994992,0.924679,0.998798
False,256,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,cifar10,float32,150,0,device,50,0.01,0.3,"75,100,125",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,80,,.,0.869792,0.995493,0.928145,0.998878,0.869792,0.995493,0.928145,0.998878
False,256,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,cifar10,float32,150,0,device,50,0.01,0.3,"75,100,125",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,81,,.,0.869336,0.995605,0.929508,0.999163,0.869336,0.995605,0.929508,0.999163
False,256,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,cifar10,float32,150,0,device,50,0.01,0.3,"75,100,125",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,82,,.,0.868089,0.995192,0.930809,0.999038,0.868089,0.995192,0.930809,0.999038
False,256,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,cifar10,float32,150,0,device,50,0.01,0.3,"75,100,125",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,83,,.,0.861579,0.993990,0.931270,0.999199,0.861579,0.993990,0.931270,0.999199
False,256,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,cifar10,float32,150,0,device,50,0.01,0.3,"75,100,125",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,84,,.,0.867688,0.995292,0.931621,0.998984,0.867688,0.995292,0.931621,0.998984
False,256,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,cifar10,float32,150,0,device,50,0.01,0.3,"75,100,125",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,85,,.,0.864683,0.994992,0.934014,0.999058,0.864683,0.994992,0.934014,0.999058
False,256,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,cifar10,float32,150,0,device,50,0.01,0.3,"75,100,125",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,86,,.,0.870393,0.995493,0.930809,0.999119,0.870393,0.995493,0.930809,0.999119
