batch_norm,batch_size,bits,builtin_profiler,data_dir,dataset,dtype,epochs,gpus,kvstore,log_interval,lr,lr_factor,lr_steps,mode,model,momentum,num_workers,optimizer,prefix,profile,resume,save_frequency,seed,start_epoch,use_pretrained,use_thumbnail,wd,epoch,time,exp_folder_name,val_acc,val_acc_top_k_5,train_acc,train_acc_top_k_5,val_acc,val_acc_top_k_5,train_acc,train_acc_top_k_5
False,128,1,0,/mnt/ssd1/haojin/mxnet_data/imagenet1k,imagenet,float32,50,"2,3",device,50,0.001,0.1,"40,45",imperative,resnet18_v2-scaled,0.9,4,adam,model,False,,10,123,0,False,,0.0,1,,.,0.145620,0.329524,0.073825,0.191186,0.145620,0.329524,0.073825,0.191186
False,128,1,0,/mnt/ssd1/haojin/mxnet_data/imagenet1k,imagenet,float32,50,"2,3",device,50,0.001,0.1,"40,45",imperative,resnet18_v2-scaled,0.9,4,adam,model,False,,10,123,0,False,,0.0,2,,.,0.230099,0.455063,0.198839,0.409414,0.230099,0.455063,0.198839,0.409414
False,128,1,0,/mnt/ssd1/haojin/mxnet_data/imagenet1k,imagenet,float32,50,"2,3",device,50,0.001,0.1,"40,45",imperative,resnet18_v2-scaled,0.9,4,adam,model,False,,10,123,0,False,,0.0,3,,.,0.281891,0.524760,0.272839,0.507556,0.281891,0.524760,0.272839,0.507556
False,128,1,0,/mnt/ssd1/haojin/mxnet_data/imagenet1k,imagenet,float32,50,"2,3",device,50,0.001,0.1,"40,45",imperative,resnet18_v2-scaled,0.9,4,adam,model,False,,10,123,0,False,,0.0,4,,.,0.320472,0.564498,0.320124,0.562477,0.320472,0.564498,0.320124,0.562477
False,128,1,0,/mnt/ssd1/haojin/mxnet_data/imagenet1k,imagenet,float32,50,"2,3",device,50,0.001,0.1,"40,45",imperative,resnet18_v2-scaled,0.9,4,adam,model,False,,10,123,0,False,,0.0,5,,.,0.348086,0.596168,0.352363,0.598528,0.348086,0.596168,0.352363,0.598528
False,128,1,0,/mnt/ssd1/haojin/mxnet_data/imagenet1k,imagenet,float32,50,"2,3",device,50,0.001,0.1,"40,45",imperative,resnet18_v2-scaled,0.9,4,adam,model,False,,10,123,0,False,,0.0,6,,.,0.365264,0.611899,0.377286,0.624348,0.365264,0.611899,0.377286,0.624348
False,128,1,0,/mnt/ssd1/haojin/mxnet_data/imagenet1k,imagenet,float32,50,"2,3",device,50,0.001,0.1,"40,45",imperative,resnet18_v2-scaled,0.9,4,adam,model,False,,10,123,0,False,,0.0,7,,.,0.386789,0.635430,0.397211,0.644668,0.386789,0.635430,0.397211,0.644668
False,128,1,0,/mnt/ssd1/haojin/mxnet_data/imagenet1k,imagenet,float32,50,"2,3",device,50,0.001,0.1,"40,45",imperative,resnet18_v2-scaled,0.9,4,adam,model,False,,10,123,0,False,,0.0,8,,.,0.399179,0.648478,0.412110,0.659172,0.399179,0.648478,0.412110,0.659172
False,128,1,0,/mnt/ssd1/haojin/mxnet_data/imagenet1k,imagenet,float32,50,"2,3",device,50,0.001,0.1,"40,45",imperative,resnet18_v2-scaled,0.9,4,adam,model,False,,10,123,0,False,,0.0,9,,.,0.396899,0.646340,0.424177,0.671417,0.396899,0.646340,0.424177,0.671417
False,128,1,0,/mnt/ssd1/haojin/mxnet_data/imagenet1k,imagenet,float32,50,"2,3",device,50,0.001,0.1,"40,45",imperative,resnet18_v2-scaled,0.9,4,adam,model,False,,10,123,0,False,,0.0,10,,.,0.416340,0.662684,0.435854,0.681693,0.416340,0.662684,0.435854,0.681693
