batch_norm,batch_size,bits,builtin_profiler,data_dir,dataset,dtype,epochs,gpus,kvstore,log_interval,lr,lr_factor,lr_steps,mode,model,momentum,num_workers,optimizer,prefix,profile,resume,save_frequency,seed,start_epoch,use_pretrained,use_thumbnail,wd,epoch,time,exp_folder_name,val_acc,val_acc_top_k_5,train_acc,train_acc_top_k_5,val_acc,val_acc_top_k_5,train_acc,train_acc_top_k_5
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,12,,.,0.444993,0.689198,0.474050,0.717265,0.444993,0.689198,0.474050,0.717265
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,13,,.,0.445732,0.692355,0.480419,0.722314,0.445732,0.692355,0.480419,0.722314
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,14,,.,0.453546,0.699499,0.486476,0.728126,0.453546,0.699499,0.486476,0.728126
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,15,,.,0.456122,0.700587,0.491298,0.732907,0.456122,0.700587,0.491298,0.732907
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,16,,.,0.457192,0.702784,0.496370,0.736954,0.457192,0.702784,0.496370,0.736954
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,17,,.,0.464254,0.708240,0.500275,0.740675,0.464254,0.708240,0.500275,0.740675
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,18,,.,0.463915,0.710538,0.504795,0.744692,0.463915,0.710538,0.504795,0.744692
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,19,,.,0.466667,0.709034,0.508098,0.747060,0.466667,0.709034,0.508098,0.747060
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,20,,.,0.473705,0.714974,0.511280,0.750249,0.473705,0.714974,0.511280,0.750249
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,21,,.,0.472406,0.718191,0.514991,0.753098,0.472406,0.718191,0.514991,0.753098
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,22,,.,0.476242,0.718089,0.516943,0.755307,0.476242,0.718089,0.516943,0.755307
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,23,,.,0.475983,0.719569,0.520108,0.757571,0.475983,0.719569,0.520108,0.757571
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,24,,.,0.479067,0.721114,0.522149,0.759611,0.479067,0.721114,0.522149,0.759611
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,25,,.,0.477761,0.721887,0.524782,0.761974,0.477761,0.721887,0.524782,0.761974
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,26,,.,0.481698,0.723605,0.527310,0.763796,0.481698,0.723605,0.527310,0.763796
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,27,,.,0.484395,0.723958,0.529245,0.766219,0.484395,0.723958,0.529245,0.766219
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,28,,.,0.476602,0.719409,0.531234,0.767404,0.476602,0.719409,0.531234,0.767404
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,29,,.,0.486713,0.729420,0.532853,0.768431,0.486713,0.729420,0.532853,0.768431
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,30,,.,0.483634,0.725721,0.534716,0.770638,0.483634,0.725721,0.534716,0.770638
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,31,,.,0.488891,0.730619,0.536775,0.771881,0.488891,0.730619,0.536775,0.771881
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,32,,.,0.489824,0.729708,0.538088,0.773716,0.489824,0.729708,0.538088,0.773716
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,33,,.,0.491608,0.732737,0.540135,0.774748,0.491608,0.732737,0.540135,0.774748
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,34,,.,0.490569,0.727921,0.541602,0.775985,0.490569,0.727921,0.541602,0.775985
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,35,,.,0.486138,0.730409,0.542874,0.777341,0.486138,0.730409,0.542874,0.777341
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,36,,.,0.486138,0.730409,0.544319,0.778253,0.486138,0.730409,0.544319,0.778253
