batch_norm,batch_size,bits,builtin_profiler,data_dir,dataset,dtype,epochs,gpus,kvstore,log_interval,lr,lr_factor,lr_steps,mode,model,momentum,num_workers,optimizer,prefix,profile,resume,save_frequency,seed,start_epoch,use_pretrained,use_thumbnail,wd,epoch,time,exp_folder_name,val_acc,val_acc_top_k_5,train_acc,train_acc_top_k_5,val_acc,val_acc_top_k_5,train_acc,train_acc_top_k_5
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,1,,.,0.186441,0.389266,0.106586,0.251167,0.186441,0.389266,0.106586,0.251167
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,2,,.,0.274616,0.511429,0.245111,0.471405,0.274616,0.511429,0.245111,0.471405
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,3,,.,0.319992,0.564243,0.314547,0.555050,0.319992,0.564243,0.314547,0.555050
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,4,,.,0.333660,0.576167,0.355749,0.600766,0.333660,0.576167,0.355749,0.600766
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,5,,.,0.369725,0.619705,0.384124,0.630446,0.369725,0.619705,0.384124,0.630446
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,6,,.,0.390405,0.637780,0.405377,0.652304,0.390405,0.637780,0.405377,0.652304
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,7,,.,0.395980,0.647219,0.422375,0.668927,0.395980,0.647219,0.422375,0.668927
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,8,,.,0.413381,0.662019,0.436211,0.682093,0.413381,0.662019,0.436211,0.682093
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,9,,.,0.424972,0.672175,0.448068,0.692723,0.424972,0.672175,0.448068,0.692723
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,10,,.,0.428149,0.675851,0.458174,0.702323,0.428149,0.675851,0.458174,0.702323
False,128,1,0,/home/joseph/systematic-evaluation/data/imagenet1k,imagenet,float32,50,"0,1",device,20,0.001,0.1,"40,45",imperative,resnet18_v1,0.9,4,adam,model,False,,10,123,0,False,,0.0,11,,.,0.433313,0.680689,0.466089,0.710013,0.433313,0.680689,0.466089,0.710013
